customer_id,age,gender,income,product_importance,cost_of_product,discount_offered,customer_rating,target,joining_date,random_noise,constant_feature,feature_corr
35,33,Female,41070.385620287816,medium,763.0,28.0,,1,2020-09-24,1.2338172320892937,1,65.49962433358567
36,32,Male,7811.1297276152,medium,647.0,44.0,5.0,0,2020-02-19,-0.06466752999039241,1,61.860079686814835
37,64,Male,18557.99927710469,high,824.0,48.0,5.0,1,2020-09-02,-0.5555693479479282,1,123.57991442141964
38,68,Male,18293.10637430197,medium,507.0,34.0,1.0,0,2020-04-22,-1.3013435268355793,1,138.2081412185641
39,61,Male,10897.014729094772,high,975.0,39.0,1.0,0,2020-06-18,0.48444660527893796,1,122.3145168735706
40,69,Male,14929.459031273786,low,717.0,13.0,1.0,0,2020-06-14,0.4616662947113632,1,138.01242271124357
41,20,Female,12641.142828577784,low,513.0,34.0,5.0,1,2020-01-14,-0.7922089061846919,1,40.79689824571576
42,54,Male,52898.76235895881,low,441.0,47.0,5.0,1,2020-07-21,-2.2363290283141453,1,106.3432050904127
43,68,Female,35166.14807973971,medium,319.0,,5.0,0,2020-10-14,0.41076218957588423,1,133.99787557323114
44,24,Female,41596.75953812097,high,262.0,19.0,3.0,0,2020-07-07,-0.1868033912610023,1,47.43263061264369
45,38,Male,31597.58687745633,low,319.0,55.0,5.0,0,2020-06-03,0.33607116792566905,1,78.73619696352762
46,26,Male,12524.902160572106,high,369.0,48.0,,1,2020-02-24,1.9571745336396382,1,49.662517943013746
47,56,Male,16945.199661043596,low,,12.0,1.0,0,2020-06-30,-0.02683184370905971,1,106.74586928638367
48,35,Male,28132.683142884387,high,947.0,37.0,1.0,0,2020-07-28,-0.5138386168427719,1,68.9571978163625
49,21,Male,11955.373189059104,low,,,1.0,0,2020-03-15,-1.1473219676483402,1,44.28539983247037
50,42,Male,31460.850641889654,low,281.0,45.0,2.0,0,2020-10-03,-0.31242179149504906,1,80.53491195129129
51,31,Male,19532.544476530416,low,717.0,48.0,2.0,0,2020-05-12,0.16057734961564119,1,59.639432792354256
52,67,Male,18262.217666968496,low,828.0,7.0,4.0,0,2020-12-08,0.053307420598760376,1,134.52709348115633
53,26,Male,31428.801103833943,low,304.0,,4.0,0,2020-02-28,1.723465340067103,1,57.13981407095067
54,43,Male,27505.235730782515,low,,19.0,4.0,1,2020-12-10,0.4990855654659427,1,83.28357666294761
55,19,Male,18389.165103612107,high,655.0,,2.0,0,2020-06-30,-0.13480087150720985,1,35.20613181706408
56,37,Male,39326.9338054866,medium,940.0,32.0,2.0,0,2020-12-04,-0.7065605788334728,1,74.67739673767836
57,45,Male,12829.06188661295,low,912.0,25.0,4.0,1,2020-11-16,0.2666727637833204,1,92.4093488799874
58,64,Male,29970.468829214802,medium,327.0,38.0,4.0,0,2020-03-04,-0.9070081583826592,1,126.75180257534858
59,24,Male,29630.236697728735,medium,795.0,20.0,5.0,0,2020-11-22,0.1798310795379064,1,44.757211687755664
60,61,Male,943403.9018527824,low,718.0,52.0,4.0,0,2020-09-16,0.4874139269048432,1,122.8674984417727
61,25,Male,25927.68280655822,low,,,5.0,1,2020-07-11,-0.21645222277144752,1,51.22968279460595
62,64,Male,11783.354886845918,low,949.0,,3.0,0,2020-05-22,-0.6302864440651417,1,131.5573102530765
63,52,Male,34961.87669736583,low,349.0,42.0,2.0,1,2020-04-13,-2.185296847334906,1,105.31389422464856
64,31,Male,20081.392756393445,medium,974.0,53.0,4.0,0,2020-08-01,1.1438367264203908,1,63.65613215274476
65,34,Male,16960.433849041186,low,540.0,40.0,2.0,0,2020-08-29,0.4033003902452816,1,67.47570971226419
66,53,Male,37216.392913717726,medium,632.0,8.0,2.0,0,2020-07-27,0.4276172815847823,1,110.88300868433893
67,67,Female,15488.113763065312,medium,295.0,23.0,2.0,1,2020-04-02,-1.5613523357772998,1,133.20371597882306
68,57,Male,10891.84204562895,low,789.0,36.0,3.0,0,2020-05-21,1.3798386997400571,1,112.77615575717645
69,21,Male,10114.09640304283,medium,618.0,,1.0,1,2020-04-21,-0.4652168666180802,1,45.61902983703721
70,19,Male,29822.099024770527,low,,40.0,4.0,0,2020-02-28,-0.28879530269948617,1,35.05152544220918
71,23,Male,11611.89547629883,high,738.0,16.0,1.0,0,2020-02-12,-1.0692868554188253,1,42.305183230944166
72,59,Female,52965.555815591775,low,498.0,23.0,1.0,0,2020-07-25,-1.7869457313398482,1,118.23911384919697
73,21,Male,7777.850518717974,high,771.0,20.0,1.0,1,2020-09-24,1.157346311723567,1,41.99652695344861
74,46,Male,51442.92317306642,medium,859.0,50.0,2.0,0,2020-10-22,1.2865973693976245,1,91.54422403689867
75,35,Male,24477.478615806493,low,302.0,,5.0,0,2020-04-27,-0.16552815135332738,1,71.9878595142433
76,43,Male,20986.68449781988,medium,247.0,38.0,2.0,0,2020-01-20,-0.6793845698063502,1,84.18358763542285
77,61,Male,16773.247016125504,high,571.0,54.0,2.0,1,2020-08-09,-0.3770441691342582,1,122.12833425124934
78,51,Female,26891.56794549531,medium,754.0,40.0,1.0,0,2020-06-14,-0.3496149900355497,1,101.27978809472363
79,27,Male,21615.86141135373,high,298.0,38.0,,0,2020-05-10,-1.1998597221795984,1,52.2175629997865
80,53,Male,38240.51906727622,high,525.0,12.0,1.0,0,2020-06-04,-0.29225521544384025,1,105.87631983207864
81,31,Male,23321.10035372819,low,765.0,10.0,5.0,0,2020-07-02,0.15310199293432541,1,63.705191606590205
82,48,Male,23745.56085753318,low,591.0,,4.0,0,2020-03-30,1.018157247648752,1,100.24113624086101
83,65,Male,18364.851898613004,medium,987.0,18.0,1.0,1,2020-04-03,0.01424416401371203,1,131.15883796579794
84,32,Male,21408.154677886832,low,995.0,10.0,5.0,1,2020-01-13,-1.5763517088994359,1,58.97832999719709
85,25,Female,25691.12510128491,high,241.0,12.0,4.0,0,2020-11-17,0.3535478631986765,1,49.9237198291167
86,31,Male,9366.696986783958,high,412.0,45.0,3.0,0,2020-10-19,-0.25593056166975336,1,62.09960558180566
87,40,Male,11225.096269792139,low,264.0,44.0,1.0,0,2020-08-17,1.3704096939838664,1,81.8724180191599
88,57,Female,31940.562955201913,low,,0.0,1.0,0,2020-11-17,1.4294578020440076,1,114.36962060497947
89,38,Female,23990.968333435616,medium,120.0,39.0,3.0,0,2020-10-18,1.4644543122672997,1,78.50617783460416
90,33,Male,20090.620268529972,low,181.0,,3.0,0,2020-01-26,-0.5615879353732794,1,66.78334123123054
91,62,Male,22230.421475335592,high,680.0,18.0,1.0,0,2020-03-15,1.9898550733375573,1,127.11759613899578
92,35,Male,26207.236467985254,low,230.0,11.0,3.0,0,2020-12-29,0.3509425048957069,1,69.12250815990342
93,64,Male,16816.572875865855,medium,698.0,7.0,2.0,0,2020-10-25,1.6263804056686328,1,128.2886869345934
94,41,Male,14925.816405470865,low,829.0,7.0,4.0,0,2020-05-29,-0.5026196138317597,1,83.65328307077979
95,43,Male,24292.492416738896,medium,404.0,,4.0,0,2020-05-27,-0.29859673760962646,1,84.85561185941312
96,42,Male,13504.977648781192,low,470.0,,4.0,0,2020-01-08,0.27402735267208544,1,82.41997439583785
97,62,Male,27014.42814116126,medium,956.0,11.0,2.0,0,2020-01-29,0.15187760961393976,1,122.74129580062663
98,58,Male,9402.28663653365,low,952.0,47.0,3.0,0,2020-10-22,1.2548119434691696,1,114.50156876582216
99,46,Male,36848.78106068149,medium,483.0,32.0,5.0,0,2020-07-27,-0.23212931854845434,1,93.04512384175065
100,32,Male,27897.678074402433,high,544.0,44.0,3.0,0,2020-05-07,1.1646149903103564,1,60.33038394073089
101,62,Male,25034.618028720077,low,524.0,25.0,1.0,0,2020-12-05,0.7322345071326534,1,120.88805994736418
102,18,Male,36002.56597468559,low,260.0,38.0,4.0,0,2020-04-25,-0.21339221860714852,1,39.72549298471453
103,42,Male,50652.16343708593,low,277.0,27.0,3.0,0,2020-05-23,0.6546766174823133,1,82.54980655805164
104,24,Male,36577.37037896088,medium,728.0,57.0,5.0,1,2020-11-13,-0.47326504683304876,1,48.400029702343495
105,26,Male,8774.129879044016,medium,807.0,4.0,1.0,0,2020-08-22,2.3502058000057215,1,49.02170716420174
106,41,Male,11616.845438221866,medium,994.0,7.0,2.0,0,2020-01-07,-2.664332321074447,1,82.18824853557855
107,18,Male,16116.368493989085,low,589.0,24.0,2.0,0,2020-02-14,0.6729432044950393,1,34.56198666463719
108,61,Male,22315.695079383397,low,,26.0,5.0,0,2020-08-26,-1.7645959092770471,1,118.87382100367917
109,25,Male,28533.368622606773,medium,697.0,45.0,1.0,0,2020-06-03,-0.22565670321806863,1,52.67384087512943
110,41,Male,15323.273469647618,low,388.0,22.0,4.0,0,2020-06-29,-0.08560808947124605,1,84.36513145412174
111,28,FEMALE,24182.472726552645,high,692.0,29.0,3.0,0,2020-08-02,1.507633558913684,1,55.78529041857197
112,68,Male,754893.1833772103,low,763.0,,1.0,0,2020-03-28,-0.6921522120768903,1,137.9988380653558
113,34,Male,16223.90577311683,medium,672.0,46.0,2.0,0,2020-09-12,1.308011915661778,1,71.80658537545432
114,25,Male,10901.650203512854,low,672.0,22.0,5.0,0,2020-03-13,-1.1788166402247968,1,51.508151866316176
115,52,Male,13882.486725959465,low,453.0,48.0,,1,2020-06-27,1.346669723754866,1,104.95935947901992
116,52,Male,11205.474104300836,medium,127.0,46.0,3.0,0,2020-07-30,-0.47434544190347283,1,104.39789939296662
117,50,Male,13521.866212110383,medium,142.0,19.0,5.0,0,2020-10-19,0.07343451924111885,1,101.29899472971847
118,22,Female,37302.6966141376,high,780.0,17.0,,0,2020-08-21,-0.33637866311040404,1,43.27216121302072
119,59,Male,13702.047532610706,low,,17.0,1.0,1,2020-08-26,1.2823634741156038,1,117.44672826167711
120,56,Male,82140.87437740891,low,697.0,1.0,4.0,0,2020-08-10,1.0877398432337475,1,112.90178275042503
121,58,Male,28188.206223980033,medium,276.0,3.0,3.0,0,2020-04-28,0.44350172058452486,1,115.05227025968094
122,45,Female,24159.140156037367,medium,628.0,29.0,1.0,0,2020-11-08,-1.151868384586774,1,89.268400654413
123,24,Female,14340.186360348867,low,709.0,32.0,4.0,0,2020-09-20,-0.7150218680302427,1,48.00037332926995
124,26,Male,31261.886151790008,low,593.0,35.0,1.0,0,2020-07-25,-1.0285765255061254,1,54.30121510118614
125,25,Male,16517.588913563104,low,297.0,17.0,1.0,0,2020-04-04,-2.2481428867921633,1,47.734672492880705
126,29,Male,23412.021466743518,high,709.0,36.0,5.0,0,2020-08-09,1.2613181018500463,1,59.51835700541052
127,51,Male,79224.61057643339,low,676.0,18.0,4.0,0,2020-10-02,-0.32782352634269685,1,103.58359282560694
128,50, male,20993.539995889012,low,,46.0,3.0,0,2020-08-18,-0.33849396429229733,1,101.57162401859362
129,65,Male,39129.684924097324,low,,27.0,3.0,0,2020-11-04,1.4961022334255598,1,128.38650723958102
130,40,Female,15497.155771198595,low,,39.0,4.0,0,2020-04-28,-0.4759886023863676,1,76.61463676897813
131,41,Male,21644.480415315244,low,613.0,19.0,5.0,0,2020-09-24,-0.8404709356859309,1,83.11940094482284
132,54,Male,53391.151972340514,medium,121.0,48.0,2.0,0,2020-09-29,-0.2247456205149846,1,108.37507756882792
133,52,Male,16099.064941304661,low,211.0,32.0,1.0,1,2020-03-04,-1.1326690518768963,1,106.00875326952627
134,61,Male,54514.624221658094,high,156.0,11.0,5.0,0,2020-10-24,0.3443557692879563,1,120.59892634398092
135,57,Male,31378.429201725907,low,165.0,,4.0,0,2020-12-15,-0.37366207826417036,1,115.52023675251272
136,39,Male,16626.724875514858,medium,941.0,50.0,1.0,0,2020-01-11,-0.5072714105938124,1,80.10882422443882
137,44,Male,30218.32687676285,high,197.0,14.0,,1,2020-04-07,-0.5939031720203022,1,87.80938055790129
138,52,Male,35820.55697662636,medium,243.0,40.0,2.0,0,2020-03-11,-0.10622149384201134,1,104.83385900652964
139,18,Male,30058.626824482144,medium,979.0,38.0,3.0,0,2020-12-29,0.0834811255198509,1,36.76393291504819
140,52,Male,10045.57622591043,low,534.0,1.0,4.0,0,2020-02-27,-0.5199750884075218,1,102.3570609419407
141,54,Female,15312.601748845445,low,736.0,28.0,1.0,0,2020-10-16,-0.3587659360951468,1,109.06219320456921
142,64,Male,19462.41954378711,medium,778.0,40.0,,0,2020-09-07,-0.08152282681934891,1,131.24499668180204
143,31,Male,21221.779865684635,high,185.0,9.0,1.0,0,2020-10-02,-0.18241813553953884,1,62.044407869085276
144,20,Male,30041.530363614173,medium,687.0,1.0,5.0,0,2020-02-19,0.031075966875013874,1,37.078150122696684
145,18,Male,24073.10450061543,medium,443.0,50.0,2.0,1,2020-12-23,-0.6766708032480138,1,34.62554693817198
146,22,Female,11297.399219513623,medium,393.0,10.0,5.0,0,2020-08-03,1.0045929091264905,1,40.44114110229675
147,43,Male,26638.129960246573,low,670.0,12.0,5.0,0,2020-02-21,0.09682817740951716,1,88.58052225809213
148,31,Female,29890.407025779128,low,749.0,9.0,4.0,0,2020-09-27,-0.5038467528248772,1,63.52821059265619
149,56,Male,29140.820134004636,medium,710.0,13.0,2.0,0,2020-03-24,0.34438421737853486,1,110.99726145666436
150,44,Male,37812.32409681469,high,803.0,17.0,1.0,0,2020-10-19,-0.07436859881871455,1,85.16388015606212
151,26,Male,33421.713658613415,low,342.0,,1.0,0,2020-05-05,-1.733826354483668,1,50.33341008351502
152,32,Female,27711.147266441094,medium,930.0,53.0,3.0,0,2020-10-22,0.3409526902216264,1,62.7234460686057
153,32,Male,21267.11249735868,low,660.0,8.0,1.0,1,2020-03-12,-1.0195062023841872,1,64.21881519804012
154,43,Male,9600.01109555275,medium,131.0,56.0,4.0,1,2020-10-22,0.9344277832313074,1,86.15151868639676
155,59,Female,27304.56298642717,low,490.0,38.0,,0,2020-08-23,-0.241749638893447,1,120.6828639507474
156,30,Male,24436.760211188503,low,376.0,27.0,5.0,0,2020-02-25,0.7800702973910638,1,58.61449028460392
157,68,Male,25230.00951076778,medium,631.0,2.0,5.0,1,2020-12-25,-0.6302185531976071,1,132.98362429129213
158,49,Male,11633.285550299306,low,253.0,19.0,2.0,0,2020-04-19,0.06992926714063982,1,95.68604304971542
159,56,Male,12829.105423337574,medium,482.0,5.0,1.0,1,2020-07-10,1.2102435005068763,1,111.95395029110699
160,66,Male,37293.578277447166,medium,167.0,26.0,4.0,0,2020-04-02,-0.2690165464148226,1,130.54264386610842
161,69,Male,21595.115267439673,high,977.0,52.0,2.0,0,2020-12-15,-0.5908170987358049,1,137.41598290897394
162,49,Female,30969.259073882487,low,983.0,1.0,3.0,0,2020-02-25,0.6550406137817893,1,97.0919328393611
163,21,Male,22340.561086021076,low,313.0,28.0,4.0,0,2020-02-29,0.6356615967509606,1,43.98047690741036
164,47,Male,22356.627080248356,low,754.0,37.0,4.0,0,2020-05-17,-0.5487491334148188,1,92.82606862581535
165,54,Female,35211.98909862011,high,475.0,2.0,4.0,0,2020-02-08,-1.9854610204177623,1,107.24531584610438
166,40,Male,17017.16187532066,high,843.0,15.0,5.0,0,2020-01-28,-0.610022977498356,1,81.43456716231755
167,56,Male,23110.917143218096,medium,312.0,29.0,4.0,0,2020-02-18,0.677359521686422,1,110.87003617793584
168,62,Male,17480.868890129932,high,178.0,39.0,1.0,0,2020-05-04,-0.775034189423724,1,124.84642474891403
169,32,Male,17725.36398454746,medium,825.0,1.0,4.0,1,2020-01-13,-0.010937837016195572,1,64.66297052404352
170,60,Male,18871.60967782292,medium,727.0,16.0,5.0,0,2020-02-05,-0.657484937966344,1,120.28353171792216
171,46,Male,24613.906961337576,low,703.0,40.0,4.0,1,2020-04-10,-1.9321671625260497,1,89.73120723458702
172,53,Male,17337.476153068357,medium,881.0,11.0,3.0,0,2020-10-08,-0.6754811770399278,1,108.45954844904388
173,30,Male,41269.4610189758,low,480.0,34.0,3.0,0,2020-03-26,0.6731320206897123,1,64.44136759316623
174,49,Male,14082.615168865243,high,779.0,42.0,5.0,1,2020-01-04,-2.3702524800658122,1,98.0176562765348
175,24,Female,20061.627261049955,medium,157.0,0.0,1.0,0,2020-08-10,0.25216735047557565,1,45.90729025325925
176,68,Female,17679.0300075979,medium,895.0,54.0,1.0,0,2020-12-03,-1.1860692313994132,1,136.05820541665005
177,39,Male,45410.05985427336,low,,,2.0,0,2020-06-14,0.6084420694741921,1,79.97972028117199
178,45,Male,24301.11196737072,low,980.0,14.0,5.0,0,2020-12-09,0.7143189358736531,1,88.76962464856878
179,19,Male,36898.35576177446,low,546.0,25.0,4.0,0,2020-10-04,-0.17194793491127605,1,37.74220163176362
180,59,Male,10479.956566845924,low,165.0,36.0,5.0,1,2020-05-09,-0.16966815878122207,1,118.68130827282428
181,62,Male,25172.94619016335,low,859.0,20.0,2.0,0,2020-01-31,-0.8063626971363014,1,126.40609570441185
182,23,Male,34365.73934536107,high,353.0,48.0,5.0,0,2020-01-11,-1.345583400104966,1,47.55084746617875
183,45,Female,22951.578535754583,medium,998.0,30.0,5.0,0,2020-10-28,1.698092906333733,1,91.63373593906452
184,45,Male,37524.15686141104,low,143.0,24.0,2.0,0,2020-04-05,-0.8650714271711278,1,89.14746288664715
185,61,Female,17006.582856695375,low,196.0,22.0,1.0,0,2020-07-08,1.5677961311964723,1,122.80383791034785
186,61,Male,44563.647184357564,low,653.0,23.0,4.0,0,2020-07-10,-0.8595000398001769,1,120.55607334574974
187,37,Male,69525.51328463081,medium,326.0,56.0,,0,2020-09-22,0.5251903903377283,1,75.69105219977043
188,47,Male,18371.957272922868,medium,873.0,37.0,3.0,0,2020-05-07,-1.1378071596536348,1,96.30243928157122
189,28,Female,17628.08661253039,high,778.0,27.0,1.0,0,2020-08-25,0.5233950169020153,1,57.10672713754524
190,45,Male,45555.75496243394,low,535.0,20.0,3.0,0,2020-12-20,-0.3255873571531219,1,89.26517882641036
191,42,MALE,48522.65459246902,high,890.0,53.0,1.0,0,2020-04-21,-0.3125161606756704,1,83.5925457439168
192,56,Male,16959.27204285706,high,700.0,,4.0,0,2020-11-11,0.6100231697844505,1,115.61303242132402
193,50,Male,17852.638500746514,low,478.0,17.0,4.0,1,2020-12-08,-0.4691413650790981,1,99.29857911075301
194,18,Male,19131.810417542496,high,277.0,35.0,5.0,0,2020-05-24,-1.4281484954450976,1,38.099988334901134
195,44,Female,11246.078223295055,low,,34.0,3.0,0,2020-03-05,0.7613055634094525,1,88.67778319643705
196,69,Male,13914.323090647933,high,808.0,,1.0,0,2020-09-03,-1.1459005899823282,1,137.3317271030803
197,30,Male,13332.095686724919,low,406.0,54.0,4.0,0,2020-08-10,0.51651728439791,1,57.31070194506115
198,58,Male,15004.436716472908,high,878.0,8.0,2.0,0,2020-11-08,0.9729965453330005,1,116.42320076117701
199,20,Female,21647.766330498605,high,603.0,52.0,4.0,0,2020-04-15,-0.3754938863522174,1,40.182201733212246
200,56,Male,24763.03673947873,high,367.0,37.0,2.0,0,2020-06-29,1.182352844091784,1,115.61306934291866
201,23,Male,47822.43914017977,medium,685.0,57.0,1.0,0,2020-07-02,0.48178370786128394,1,44.279614609155004
202,25,Male,13370.726138195758,low,107.0,29.0,,0,2020-08-13,-0.6958614201447756,1,54.58953718309557
203,44,Male,36031.94551025028,low,607.0,,,0,2020-09-21,1.4014290022660747,1,88.75762105899318
204,26,Male,19791.455396075402,low,575.0,43.0,1.0,0,2020-10-04,-1.1416718217393904,1,52.755658442444314
205,54,Male,21488.39165268372,low,396.0,33.0,4.0,0,2020-03-29,-0.37670042990356545,1,106.81385573113553
206,50,Male,30865.975696816455,medium,263.0,31.0,2.0,1,2020-06-24,-0.20631480361932888,1,100.62941261510893
207,68,Male,12564.604701783368,low,584.0,2.0,4.0,1,2020-01-18,0.6052237010182555,1,136.9461018564664
208,59,Female,26667.606632675703,high,696.0,2.0,3.0,1,2020-04-15,1.1154332973811345,1,119.87465458364176
209,61,Female,23938.087868736613,medium,171.0,27.0,,1,2020-09-27,1.0527915569027135,1,120.04335558481611
210,41,Male,28175.994400530188,high,666.0,43.0,2.0,1,2020-11-14,0.22374831957430621,1,84.81356171157607
211,32,Male,25452.883647725383,low,658.0,14.0,3.0,0,2020-06-15,-0.28026910446356673,1,64.72283104754396
212,49,Female,75180.71818573687,high,337.0,40.0,1.0,0,2020-01-13,-1.8259842416276302,1,99.21645779061463
213,49,Male,16012.581050185638,high,203.0,22.0,2.0,0,2020-12-02,-1.3141458544552165,1,97.55811547699048
214,41,Male,16890.41402453088,low,,39.0,5.0,0,2020-02-01,1.7666554892914357,1,80.1437147234419
215,58,Male,16129.89621456461,medium,653.0,10.0,5.0,0,2020-02-09,-1.8360719875025393,1,116.14544925480658
216,69,Male,16684.93408160615,medium,927.0,47.0,1.0,0,2020-05-27,-0.7844906432421096,1,138.37459109964644
217,66,Female,16015.406374625989,low,567.0,31.0,1.0,0,2020-08-05,1.1446062820500897,1,129.229143463771
218,66,Male,39915.031671522345,medium,553.0,57.0,2.0,0,2020-08-06,0.20971329919736692,1,133.58657081033024
219,69,Male,44812.93587775517,low,367.0,58.0,4.0,1,2020-03-22,0.9280450710056922,1,139.99304926779317
220,29,Male,16558.036517492434,low,485.0,56.0,1.0,0,2020-11-28,0.5428283512706765,1,56.54067075235775
221,56,Male,14527.841828812776,low,874.0,,4.0,0,2020-07-26,1.4695825373608864,1,109.95482929945582
222,19,Male,27881.196448998136,low,,35.0,3.0,0,2020-07-19,0.2954272865648849,1,37.3940772462514
223,20,Male,16712.103190620037,low,486.0,,,0,2020-11-27,0.6634477291515113,1,40.0477901939726
224,66,Male,30226.24630505122,low,976.0,32.0,,1,2020-02-07,-0.7242465320583404,1,131.47165798016934
225,54,Male,24378.61299763313,high,358.0,23.0,5.0,0,2020-07-29,0.5863329755781368,1,107.87816433445843
226,66,Male,10322.981914489339,medium,382.0,38.0,4.0,0,2020-11-22,-0.3961260979892287,1,132.44295539535185
227,34,Male,47750.871672562425,high,725.0,33.0,3.0,0,2020-09-05,-0.45310586798071245,1,65.26346212254875
228,66,Male,54064.81245792986,low,,55.0,1.0,0,2020-08-14,0.8947235146471376,1,129.49340874539348
229,19,Male,16213.599668475716,low,139.0,27.0,3.0,0,2020-02-17,0.9016233760593639,1,32.55544451815371
230,19,Male,18144.980047493846,medium,585.0,36.0,,0,2020-01-18,1.6884421557461313,1,39.885090456906944
231,45,Male,25410.879685242682,low,319.0,6.0,,0,2020-10-21,1.623263185486201,1,90.0304540412349
232,40,Male,26035.81567361545,low,228.0,3.0,5.0,0,2020-07-14,0.9173151613587754,1,82.09570226293032
233,54,Male,30615.819648743745,medium,619.0,36.0,3.0,0,2020-07-05,-1.7204456102367125,1,105.72452400837722
234,49,Male,60180.4163988447,low,712.0,55.0,4.0,1,2020-12-10,1.8276809829496963,1,98.04881467906633
235,50,Male,20161.424637938988,medium,991.0,0.0,3.0,0,2020-08-11,0.9179676706663622,1,100.4296530122332
236,18,Male,14777.357324402821,medium,787.0,0.0,5.0,1,2020-11-13,-0.7658600900863026,1,34.87643501033997
237,36,Male,11051.709335663354,low,,46.0,1.0,0,2020-12-30,0.7289091555627822,1,68.89314440306642
238,19,Male,15283.58995812945,low,712.0,19.0,5.0,0,2020-12-02,-1.0372657409627284,1,41.49174267227031
239,61,Male,21664.635584529507,medium,359.0,18.0,2.0,0,2020-08-16,0.6186301201097418,1,124.7985666825401
240,43,Male,54029.146598609674,low,,28.0,2.0,0,2020-03-17,-1.3162700410740993,1,85.23613545654928
241,49,Male,17003.83779967259,low,,9.0,4.0,0,2020-07-06,-0.8082184087866364,1,99.02045529033921
242,23,Male,24634.27329894611,high,886.0,59.0,5.0,0,2020-12-11,0.7099291292005268,1,45.03041864728621
243,49,Male,21846.33718600289,low,643.0,17.0,4.0,0,2020-09-26,1.0728867429928937,1,96.0091927939505
